Page ID,Page name,Disclaimer,Amount spent (USD)
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
87186661244,Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,≤100
243184199040637,Caring Across Generations,Caring Across Generations,≤100
679171239164792,Supermajority,Supermajority,≤100
12375354406,USO,United Service Organizations,≤100
927610307291393,Georgette Gómez,Georgette Gomez for Assembly 2022 Special Election,≤100
296560433053,"Return To Freedom, Wild Horse Conservation",RETURN TO FREEDOM SANCTUA,≤100
27544763621,Prison Fellowship,Prison Fellowship,≤100
110177119192569,Knightscope,"Knightscope, Inc.",≤100
100913694925880,"Akalan Law Firm, PLLC","Akalan Law Firm, PLLC",≤100
570092813023833,Matt Walsh,The Daily Wire,≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
29770886815,Marijuana Policy Project,MARIJUANA POLICY PROJECT,≤100
524399207959953,Truth & Liberty Coalition,Truth & Liberty Coalition,≤100
104673965019490,Growing Almonds,ALMOND BOARD OF CALIFORNIA,≤100
222239681125641,Long Beach Firefighters,Long Beach Firefighters,≤100
2005593623024412,adidas,"ADIDAS AMERICA, INC.",≤100
107005161695319,Herschel Walker,"TEAM HERSCHEL, INC.",≤100
159214207491260,Mark Takano,Mark Takano for Congress,≤100
121626482110,Operation Smile,OPERATION SMILE,≤100
526098350912035,Mayor Andy Ogles for Congress 2022,ANDY OGLES FOR CONGRESS,≤100
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
102900705768156,Curt Hagman Listens,Ad paid for by California Real Estate Independent Expenditure Committee – California Association of REALTORS®. Committee major funding from:  National Association of REALTORS®  Not authorized by a candidate or a committee controlled by a candidate.,≤100
104488918412763,Cabot Image Clear Ultrasound,Cabot Image Clear Ultrasound,≤100
141374766260,Kansas Policy Institute,KANSAS POLICY INSTITUTE,≤100
147236955390302,Best Lawyers,BL RANKINGS LLC,≤100
113778833499506,California Labor and Business Alliance,California Labor and Business Alliance,≤100
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,≤100
111209644897010,Voters for Transparency and Term Limits,VOTERS FOR TRANSPARENCY AND TERM LIMITS,≤100
108380923919757,Health Insurance Hero,Health Insurance Hero,≤100
385473284886474,Hillsdale College,Hillsdale College,≤100
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC",≤100
49275915266,MSI Reproductive Choices,MSI-US,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
114891551199746,Valley Power - Re-Elect Norma Sierra Galindo and Alex Cardenas to IID,San Diego-Imperial Counties Labor Council AFL-CIO,≤100
141786816970,Cruise Lines International Association - CLIA,Cruise Lines International Association,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
40217893542,AIPAC,AIPAC,≤100
1705053933095846,Tom Heck for Governor,Thomas Stuart Heck,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100
101769208967544,Coram For Colorado,Coram For Colorado,≤100
119266119983936,U.S. Representative Peter Meijer,Representative Peter Meijer,≤100
101770425734652,Merritt Hale,FRIENDS OF MERRITT HALE,≤100
104834210883,The Story of Stuff Project,The Story of Stuff Project,≤100
191195674423572,Great Plains Tribal Leaders Health Board,GREAT PLAINS TRIBAL CHAIRMEN'S HEALTH BOARD,≤100
67626834312,National Women's Law Center,National Women's Law Center,≤100
2392327931036570,BRIGHTMARK,Brightmark,≤100
243498882520314,FoodFinder,"FOODFINDER, INC.",≤100
8811611493,Hester Street,Hester Street,≤100
46785153750,National Fair Housing Alliance,National Fair Housing Alliance,≤100
302182941354,AARP Advocates,AARP,≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",≤100
0,Instagram User 4387076792,These ads ran without a disclaimer,≤100
103789661901371,"Andrew M. Crockett, CPA",Elect Andrew Crockett Santa Clara County Assessor 2022,≤100
109320440856128,Together Beat Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
113626351223165,Joe Kerr for State Senate District 38,Joe Kerr for Senate 2022,≤100
137560579613235,Sealaska,SEALASKA CORPORATION,≤100
384006901653736,The Moore Charitable Foundation,Moore Charitable Foundation,≤100
100104419147228,Do Good Chicken,DO GOOD FOODS LLC,≤100
2023099071267479,Casey Miller,Casey Louis Miller,≤100
159817223047,David Scott for Congress,David Scott for Congress,≤100
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),≤100
1637830056471155,Southern Christian Coalition,Forward Tennessee,≤100
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
107209354867129,Team Trimino,Anthony Trimino For Governor 2022,≤100
1639262936323284,Angelique Ashby for State Senate,Angelique Ashby for Senate 2022,≤100
182620315479,Plan International USA,Plan International USA,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
223055747744143,Beto O'Rourke,Beto for Texas,≤100
108783840903642,Mateo Bedolla,Mateo Bedolla for Assembly 2022,≤100
681626158940626,Mission Roll Call,Americas Warrior Partnership,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
297987334762,Jamie Raskin,Jamie Raskin for Congress,≤100
57259033959,AARP,AARP,≤100
105697805387572,Re-elect Amanda Oesch Scott County Prosecutor,"Committee to Elect Amanda Oesch, Prosecutor Keisha Presley Glastetter, Treasurer",≤100
82238028724,Road Runner Sports,These ads ran without a disclaimer,≤100
313942829424,Morgan & Morgan,"MORGAN & MORGAN, P.A.",≤100
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,≤100
6236054211,Brady: United Against Gun Violence,Brady Campaign to Prevent Gun Violence,≤100
138644937392,SEIU California,SEIU California,≤100
111713728196730,Grow Florida,Grow Florida,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
49651563727,Live Action,Live Action,≤100
107973625154262,Echols For District 4 Commissioner,Echols For Commissioner,≤100
38235851310,USA for UNHCR,United States Association for UNHCR with Facebook ad credits,≤100
100816762454995,Justin Patterson for Sheriff 2022,Patterson for Sheriff 2022,≤100
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,≤100
104334972240670,Eric Isaac for Judge,Eric Isaac for Judge,≤100
1832744013698336,Mahogany Mommies,Mahogany Mommies,≤100
30914589895,The International Fellowship of Christians and Jews,INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS INC,≤100
1382441768496365,Pentair,PENTAIR,≤100
104657602040321,Truth Media,Truth Media,≤100
330229664373687,Live to Give,"LV2GV, LLC",≤100
113553048669158,Rick Scott,RICK SCOTT FOR FLORIDA,≤100
127225910653607,PragerU,PragerU,≤100
936968016365794,The Eric Metaxas Radio Show,Salem Media,≤100
256043277748645,NetChoice,NETCHOICE,≤100
103420761023331,David Kim,DAVID KIM FOR CONGRESS - CA,≤100
239029093423,Dave Jones,Dave Jones for State Senate 2022,≤100
201248453800242,My Pay My Say,Mackinac Center for Public Policy,≤100
108434371645533,Elect Nicole Glentzer Mendocino County Superintendent of Schools 2022,Elect Nicole Glentzer Mendocino County Superintendent of Schools,≤100
300341323465160,The Daily Signal,HERITAGE FOUNDATION (THE),≤100
104972115482686,"Alma Hernandez for Superior Court Judge, Seat #30",Alma Hernandez for Judge,≤100
96935476345,Democratic Governors Association (DGA),"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",≤100
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",≤100
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,≤100
1593518174052711,Candace Owens,Daily Wire,≤100
123192635089,GOP,REPUBLICAN NATIONAL COMMITTEE,≤100
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,≤100
106575778297762,Yvonne Yiu for State Controller,Yvonne Yiu for State Controller 2022,≤100
2110411739073895,Mike Stieben for County Commission,Committee to Elect Mike Stieben County Commissioner,≤100
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
101497941620428,MolinaCares,The MolinaCares Accord,≤100
97493741436,John W. Hickenlooper,HICKENLOOPER FOR COLORADO,≤100
1342596452479696,Rep. Tom O'Halleran,Office of Congressman Tom O'Halleran,≤100
110961274945047,"Families for Lower Electricity Rates & Accountability""",Families for Lower Electricity Rates & Accountability,≤100
510680265702016,Crowned Free,Crowned Free,≤100
102740458802755,Dr. Kermit Jones for Congress,KERMIT JONES FOR CONGRESS,≤100
134498556891640,Val Demings,Val Demings for U.S. Senate,≤100
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,≤100
428821014132730,Katie Porter,Katie Porter For Congress,≤100
1775685499406954,Scott Baugh,Scott Baugh for Congress,≤100
24470472733,The Trevor Project,The Trevor Project,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
909371242735626,Carl 4 Congress,"CARL4CONGRESS, LLC",≤100
107391351117812,National Women's Law Center Action Fund,National Women's Law Center Action Fund,≤100
107168898379486,Speed & Scale,Speed & Scale,≤100
221562437861800,Central Coast Alliance United for a Sustainable Economy (CAUSE),CENTRAL COAST ALLIANCE UNITED FOR A SUSTAINABLE ECONOMY,≤100
546066468753446,Black Health Matters,BLACK HEALTH MATTERS FOUNDATION INC,≤100
111442591574663,Neighbors for Sheriff Bolanos in 2022,Neighbors for Sheriff Bolanos in 2022,≤100
1571132936490223,JewBelong,JEWBELONG INC.,≤100
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,≤100
154930410085,"Zion Oil and Gas, Inc.","Zion OIl & Gas, Inc.",≤100
1958912674200535,The Pour Over,Pour Over,≤100
1935830523369920,Ricardo Lara,Ricardo Lara for Insurance Commissioner 2022,≤100
105398812059641,Koenig for Assembly,Committee to Elect Greg Koenig,≤100
78451717770,adidas Golf,"ADIDAS AMERICA, INC.",≤100